timestamp,-1min,sma7,sma25,sma50,ema7,ema25,ema50,close
1682182260,27623.43,27639.436233239285,27609.928038279424,27556.3598260808,27636.948119616154,27633.609716674993,27608.817224559407,27619.49
1682182320,27619.49,27636.825342776534,27610.377316748247,27557.655829559182,27633.001089712117,27632.65204616153,27609.301254968843,27621.16
1682182380,27621.16,27634.906008094174,27610.897824078318,27558.970512967993,27630.59831728409,27631.939581072184,27609.853754773987,27623.39
1682182440,27623.39,27632.578006937867,27611.206311115184,27560.163302708635,27627.601237963067,27630.914228682013,27610.197136939714,27618.61
1682182500,27618.61,27628.67829166103,27610.96925867058,27561.065636654464,27622.0209284723,27628.94236493724,27610.004308040116,27605.28
1682182560,27605.28,27625.175678566597,27610.696888323757,27561.927523921375,27617.555696354226,27627.036029172832,27609.775119489525,27604.16
1682182620,27604.16,27621.540581628513,27610.258212790806,27562.683573442948,27613.09927226567,27624.935565390308,27609.381193235033,27599.73
1682182680,27599.73,27618.5890699673,27609.883084279172,27563.447501974086,27610.044454199255,27623.085137283364,27609.04781310817,27600.88
1682182740,27600.88,27616.640631400543,27609.685760908007,27564.277551934603,27608.77084064944,27621.690126723104,27608.887114554906,27604.95
1682182800,27604.95,27613.98911262904,27609.221530471685,27564.95360089591,27606.09813048708,27619.873963129023,27608.463306140984,27598.08
1682182860,27598.08,27612.319239396318,27608.94466925282,27565.70052887799,27605.14859786531,27618.522119811405,27608.22160786095,27602.3
1682182920,27602.3,27611.039348053986,27608.72128248271,27566.453718300432,27604.701448398984,27617.355802902835,27608.030956572282,27603.36
1682182980,27603.36,27608.546584046275,27608.1160311834,27566.996443934426,27601.923586299235,27615.527664218003,27607.46464454984,27593.59
1682183040,27593.59,27606.244214896808,27607.488589936067,27567.505115055734,27599.550189724425,27613.750920816616,27606.87505064593,27592.43
1682183100,27592.43,27604.789327054405,27607.031446338628,27568.076212754622,27598.677642293318,27612.390080753798,27606.450931012758,27596.06
1682183160,27596.06,27604.385137475205,27606.82858848508,27568.753888499527,27599.49823171999,27611.58776684966,27606.27481607108,27601.96
1682183220,27601.96,27604.537260693032,27606.773444945677,27569.487810729537,27600.986173789992,27611.115630938148,27606.242470342797,27605.45
1682183280,27605.45,27605.719080594026,27607.01490714785,27570.354254514947,27603.942130342493,27611.24596701983,27606.500020525436,27612.81
1682183340,27612.81,27608.4520690806,27607.728310861938,27571.444169424653,27609.169097756872,27612.292431095226,27607.219627563656,27624.85
1682183400,27624.85,27612.774630640513,27608.967578427455,27572.78948603616,27616.55432331765,27614.32455178021,27608.454544129785,27638.71
1682183460,27638.71,27618.571111977584,27610.742875290354,27574.40069631544,27625.753242488237,27617.326509335577,27610.215150242344,27653.35
1682183520,27653.35,27625.782381695073,27613.075160278742,27576.29368238913,27636.57743186618,27621.305239386686,27612.522399252448,27669.05
1682183580,27669.05,27629.91204145292,27614.739753867594,27577.861608741343,27641.105573899637,27623.873297895403,27614.17603065431,27654.69
1682183640,27654.69,27633.74174981679,27616.41896371289,27579.438776566516,27645.009180424728,27626.39996728806,27615.844421609043,27656.72
1682183700,27656.72,27640.764356985816,27619.078205164376,27581.50800103518,27654.481885318542,27630.74612365052,27618.47405213418,27682.9
1682183760,27682.9,27646.50373455927,27621.5526769578,27583.496641014473,27661.096413988907,27634.607191062016,27620.923697148522,27680.94
1682183820,27680.94,27651.370343907944,27623.913369879487,27585.438108194186,27665.964810491678,27638.142791749557,27623.262767848577,27680.57
1682183880,27680.57,27654.88886620681,27625.996835084305,27587.249346030305,27668.473607868757,27641.054884691897,27625.330894599614,27676
1682183940,27676,27660.260456748692,27628.65656168093,27589.3541591097,27674.47770590157,27645.01143202329,27627.964585007474,27692.49
1682184000,27692.49,27664.447534356026,27631.093099213693,27591.358475927507,27678.250779426176,27648.439014175347,27630.380483634628,27689.57
1682184060,27689.57,27669.143600876592,27633.74217524514,27593.477706408958,27683.01808456963,27652.19909000801,27633.005562707778,27697.32
1682184120,27697.32,27677.668800751366,27637.545288235335,27596.18455228078,27694.468563427225,27658.093006161238,27636.762991621195,27728.82
1682184180,27728.82,27684.88040064403,27641.169476705923,27598.823861235167,27702.88892257042,27663.482005687296,27640.346795871348,27728.15
1682184240,27728.15,27689.000343409167,27644.071497637684,27601.121784010465,27705.596691927814,27667.34646678827,27643.224176425414,27713.72
1682184300,27713.72,27690.896008636428,27646.399437732176,27603.144748330255,27704.76501894586,27670.032892419942,27645.539698918536,27702.27
1682184360,27702.27,27694.763721688367,27649.262260222888,27605.44125336365,27708.066264209396,27673.720362233795,27648.380102882515,27717.97
1682184420,27717.97,27696.810332875746,27651.65536981397,27607.51422829638,27708.322198157046,27676.441103600428,27650.76088316163,27709.09
1682184480,27709.09,27703.311713893498,27655.28195502141,27610.210343730454,27716.821648617784,27681.50871101578,27654.351436763136,27742.32
1682184540,27742.32,27707.648611908713,27658.41747682056,27612.679536855845,27721.033736463338,27685.52111786072,27657.46196865478,27733.67
