timestamp,-1min,sma7,sma25,sma50,ema7,ema25,ema50,close
1681914420,,,,,,,,29414.58
1681914480,29414.58,,,,,,,29422.03
1681914540,29422.03,,,,,,,29419.6
1681914600,29419.6,,,,,,,29432.23
1681914660,29432.23,,,,,,,29429.98
1681914720,29429.98,,,,,,,29446.66
1681914780,29446.66,,,,,,,29435.04
1681914840,29435.04,29430.31591836735,,,29431.61142857143,,,29440.68
1681914900,29440.68,29432.67935860058,,,29435.42357142857,,,29446.86
1681914960,29446.86,29437.032307371926,,,29442.35517857143,,,29463.15
1681915020,29463.15,29445.24626346165,,,29455.398883928574,,,29494.53
1681915080,29494.53,29454.122511538557,,,29468.39416294643,,,29507.38
1681915140,29507.38,29462.72500989019,,,29479.88062220982,,,29514.34
1681915200,29514.34,29468.711437048736,,,29486.067966657367,,,29504.63
1681915260,29504.63,29471.735517470344,,,29487.020974993025,,,29489.88
1681915320,29489.88,29471.80901497458,,,29483.32823124477,,,29472.25
1681915380,29472.25,29471.206298549638,,,29479.393673433577,,,29467.59
1681915440,29467.59,29474.046827328264,,,29482.317755075183,,,29491.09
1681915500,29491.09,29474.857280567085,,,29481.668316306386,,,29479.72
1681915560,29479.72,29472.37624048607,,,29475.62373722979,,,29457.49
1681915620,29457.49,29467.808206130918,,,29466.81780292234,,,29440.4
1681915680,29440.4,29465.30560525507,,,29462.68585219176,,,29450.29
1681915740,29450.29,29462.13480450435,,,29457.79188914382,,,29443.11
1681915800,29443.11,29459.64126100373,,,29454.513916857868,,,29444.68
1681915860,29444.68,29456.823938003192,,,29450.865437643402,,,29439.92
1681915920,29439.92,29453.54051828845,29456.961024000004,,29446.609078232552,29456.071753846158,,29433.84
1681915980,29433.84,29450.801872818673,29456.057383040003,,29443.549308674414,29454.402388165683,,29434.37
1681916040,29434.37,29448.907319558864,29455.316687718405,,29442.04698150581,29453.10528138371,,29437.54
1681916100,29437.54,29447.26484533617,29454.600420209666,,29440.887736129356,29451.8979520465,,29437.41
1681916160,29437.41,29443.622724573856,29453.28720340128,,29436.108302097018,29449.58041727369,,29421.77
1681916220,29421.77,29440.89947820616,29452.13811526523,,29433.221226572765,29447.6557697911,,29424.56
1681916280,29424.56,29439.37240989099,29451.260990654617,,29432.468419929573,29446.31378749948,,29430.21
1681916340,29430.21,29436.937779906562,29450.103751028433,,29429.93381494718,29444.468880768753,,29422.33
1681916400,29422.33,29435.815239919913,29449.262800987293,,29429.720361210388,29443.28512070962,,29429.08
1681916460,29429.08,29437.547348502783,29449.2098889478,,29434.27527090779,29443.64318834734,,29447.94
1681916520,29447.94,29437.353441573814,29448.689093389883,,29434.753953180843,29443.069866166778,,29436.19
1681916580,29436.19,29436.010092777557,29447.859529654284,,29433.05296488563,29441.906799538567,,29427.95
1681916640,29427.95,29429.958650952194,29445.69114846811,,29423.202223664222,29438.1947380356,,29393.65
1681916700,29393.65,29424.70884367331,29443.591902529384,,29415.70416774817,29434.734373571326,,29393.21
1681916760,29393.21,29419.459008862836,29441.366626428207,,29408.768125811126,29431.13634483507,,29387.96
1681916820,29387.96,29414.254864739574,29439.03316137108,,29402.333594358344,29427.435856770833,,29383.03
1681916880,29383.03,29411.36845549106,29437.233834916242,,29400.262695768757,29424.867713942305,,29394.05
1681916940,29394.05,29407.638676135197,29435.154881519593,,29396.512021826566,29421.820966715975,,29385.26
1681917000,29385.26,29404.934579544457,29433.29708625881,,29394.561516369926,29419.273969276284,,29388.71
1681917060,29388.71,29402.55678246668,29431.496802808462,,29392.993637277446,29416.89058702426,,29388.29
1681917120,29388.29,29400.618670685722,29429.796530696127,,29391.992727958084,29414.744388022395,,29388.99
1681917180,29388.99,29399.084574873476,29428.19986946828,,29391.464545968563,29412.831742789902,,29389.88
1681917240,29389.88,29398.93534989155,29426.99347468955,,29393.108409476423,29411.693916421445,,29398.04
1681917300,29398.04,29400.99172847848,29426.446935701966,,29398.163807107318,29411.819769004414,,29413.33
1681917360,29413.33,29403.907195838696,29426.245058273886,,29403.97285533049,29412.55670985023,,29421.4
1681917420,29421.4,29406.430453576028,29426.05805594293,29434.87056,29408.372141497865,29413.25003986175,29434.609764705878,29421.57
1681917480,29421.57,29408.59038877945,29425.877733705212,29434.6041488,29411.6666061234,29413.888498333923,29434.097617070354,29421.55
1681917540,29421.55,29411.791761810957,29426.082624357005,29434.532065824,29416.49995459255,29415.204767692852,29433.976141891122,29431
1681917600,29431,29414.67151012368,29426.317319382724,29434.48042450752,29420.36246594441,29416.492862485713,29433.89668534637,29431.95
1681917660,29431.95,29416.401294391726,29426.335826607417,29434.32641601737,29421.96684945831,29417.28418075604,29433.617599646514,29426.78
1681917720,29426.78,29417.80539519291,29426.33159354312,29434.164487697024,29423.03263709373,29417.972320697878,29433.327889856453,29426.23
1681917780,29426.23,29418.9360530225,29426.307129801397,29433.99559794308,29423.704477820298,29418.56829602881,29433.02954123463,29425.72
1681917840,29425.72,29419.515188305,29426.17444460934,29433.77548598422,29423.525858365225,29418.908427103517,29432.635833735236,29422.99
1681917900,29422.99,29418.610161404282,29425.65466682497,29433.363576264535,29420.939393773915,29418.467778864786,29431.872859863266,29413.18
1681917960,29413.18,29416.40728120367,29424.75608015197,29432.76010473924,29416.50204533044,29417.292565105956,29430.74804182941,29403.19
1681918020,29403.19,29414.611955317432,29423.919436945886,29432.18170264446,29413.336533997826,29416.2577524055,29429.692824502767,29403.84
1681918080,29403.84,29413.137390272084,29423.13425946805,29431.62386859157,29411.074900498374,29415.337156066613,29428.69663530658,29404.29
1681918140,29404.29,29412.077763090358,29422.43768908933,29431.10579121974,29409.73617537378,29414.59737483072,29427.795590784754,29405.72
1681918200,29405.72,29412.709511220306,29422.200181525754,29430.813675395344,29411.427131530334,29414.743730612972,29427.352626440254,29416.5
1681918260,29416.5,29411.059581045974,29421.358574264726,29430.22060188744,29408.86034864775,29413.698828258126,29426.32546461907,29401.16
1681918320,29401.16,29404.882498039406,29419.217031294134,29428.97258984969,29398.600261485815,29410.169687622885,29424.03113267322,29367.82
1681918380,29367.82,29376.87642689092,29410.80195004237,29424.569938052697,29351.16019611436,29394.682788574974,29415.59226472525,29208.84
1681918440,29208.84,29356.705508763644,29403.797072040677,29420.792139291643,29322.29014708577,29382.451804838434,29408.536881794847,29235.68
1681918500,29235.68,29345.916150368837,29398.892389159053,29417.99989650581,29312.012610314327,29374.661666004708,29403.542494273483,29281.18
1681918560,29281.18,29334.069557459003,29393.45629359269,29414.899698575693,29299.756957735746,29366.071537850497,29398.030631752954,29262.99
1681918620,29262.99,29321.368192107715,29387.524441848986,29411.50490460418,29286.10771830181,29356.770650323535,29392.035705017548,29245.16
1681918680,29245.16,29311.624164663757,29382.149864175026,29408.338006512095,29277.87078872636,29348.800600298644,29386.58959893843,29253.16
1681918740,29253.16,29307.063569711794,29378.051869608025,29405.765246381852,29278.32809154477,29343.48516950644,29382.39784996045,29279.7
1681918800,29279.7,29305.321631181538,29374.724594823703,29403.547341454214,29282.463568658575,29339.745541082866,29378.965385256117,29294.87
1681918860,29294.87,29302.044255298464,29371.030811030756,29401.123994625126,29282.442676493934,29335.332807153412,29375.17772308921,29282.38
1681918920,29282.38,29297.910790255824,29367.113978589525,29398.563714732627,29280.109507370453,29330.54643737238,29371.175067281787,29273.11
1681918980,29273.11,29295.572105933566,29363.691019445945,29396.223240437972,29280.46713052784,29326.776711420658,29367.65996660407,29281.54
1681919040,29281.54,29291.650376514484,29359.868178668105,29393.66117562921,29277.38034789588,29322.264656695996,29363.75643850195,29268.12
1681919100,29268.12,29292.278894155268,29357.31545152138,29391.708952116627,29282.047760921912,29320.248144642454,29361.101284050896,29296.05
1681919160,29296.05,29286.997623561656,29353.235233460524,29388.980973074296,29275.363320691435,29315.25290274688,29356.95260624498,29255.31
1681919220,29255.31,29279.33653448142,29348.440624122104,29385.868753612813,29264.864990518574,29308.954217920196,29352.106229529494,29233.37
1681919280,29233.37,29271.407029555503,29343.45619915722,29382.627978540557,29254.60624288893,29302.406201157104,29347.075789155784,29223.83
1681919340,29223.83,29266.567453904718,29339.21915119093,29379.726018969748,29250.3371821667,29297.415724145016,29342.77987585556,29237.53
1681919400,29237.53,29263.254960489758,29335.385585143293,29376.999098590353,29248.597886625026,29293.259129980015,29338.881841508282,29243.38
1681919460,29243.38,29259.464251848367,29331.43896173756,29374.193516618543,29245.62841496877,29288.909966135398,29334.875494782467,29236.72
1681919520,29236.72,29256.03935872717,29327.601003268057,29371.419446286174,29243.09381122658,29284.800737971134,29330.97802439884,29235.49
1681919580,29235.49,29258.840878909,29325.522963137333,29369.50405736045,29251.232858419935,29284.09683505028,29328.808297951826,29275.65
1681919640,29275.65,29263.37932477914,29324.126444611837,29367.92617621324,29261.07714381495,29284.597847738718,29327.310325483126,29290.61
1681919700,29290.61,29264.583706953545,29322.033786827364,29366.003852688977,29263.76035786121,29283.614167143434,29325.13384213085,29271.81
1681919760,29271.81,29266.978891674466,29320.406435354267,29364.3107756352,29268.15776839591,29283.440000440092,29323.416828713955,29281.35
1681919820,29281.35,29270.197621435258,29319.170577940098,29362.814760122495,29273.495826296934,29283.906923483162,29322.087149156545,29289.51
1681919880,29289.51,29272.822246944506,29317.946554822494,29361.329864920048,29277.264369722703,29284.26562167677,29320.7727511504,29288.57
1681919940,29288.57,29275.46621166672,29316.881892629593,29359.929867621646,29280.780777292028,29284.80903539394,29319.618133458225,29291.33
1681920000,29291.33,29279.489610000048,29316.35181692441,29358.80387026921,29286.49308296902,29286.256801902102,29318.99114783241,29303.63
1681920060,29303.63,29282.86538000004,29315.822544247432,29357.69019286383,29290.649812226766,29287.553970986555,29318.368749878195,29303.12
1681920120,29303.12,29285.107468571463,29315.132042477537,29356.507589006553,29292.627359170074,29288.400588602974,29317.59193615748,29298.56
1681920180,29298.56,29283.384973061253,29313.44876077844,29354.838437226423,29287.733019377556,29287.21977409505,29315.84519356307,29273.05
