timestamp,-1min,-2min,-3min,-4min,-5min,-6min,-7min,-8min,-9min,-10min,-11min,-12min,-13min,-14min,-15min,-16min,-17min,-18min,-19min,-20min,-21min,-22min,-23min,-24min,-25min,-26min,-27min,-28min,-29min,-30min,-31min,-32min,-33min,-34min,-35min,-36min,-37min,-38min,-39min,-40min,-41min,-42min,-43min,-44min,-45min,-46min,-47min,-48min,-49min,-50min,MA7,MA25,MA50,price
1680849120,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27964.54,27988.99,27989.4,27986.01,27974.93,27991.97,27984.16,27989.96,27994.42,27996.26,27996.27,27995.08,27996.38,27997.54,27997.51,27988.12,27982.18,27984.62,27990.29,27989.72,27999.44,27996.85,28000.07,27996.26,27987.54,27994.8,27996.45,27994.44,27994.56,27965.62,27975.56,27975.37,27970.08,27955.07285714286,27968.177600000003,27979.197400000015,27959.22
1680849180,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27964.54,27988.99,27989.4,27986.01,27974.93,27991.97,27984.16,27989.96,27994.42,27996.26,27996.27,27995.08,27996.38,27997.54,27997.51,27988.12,27982.18,27984.62,27990.29,27989.72,27999.44,27996.85,28000.07,27996.26,27987.54,27994.8,27996.45,27994.44,27994.56,27965.62,27975.56,27975.37,27955.044285714284,27966.948000000004,27978.980200000013,27946.74
1680849240,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27964.54,27988.99,27989.4,27986.01,27974.93,27991.97,27984.16,27989.96,27994.42,27996.26,27996.27,27995.08,27996.38,27997.54,27997.51,27988.12,27982.18,27984.62,27990.29,27989.72,27999.44,27996.85,28000.07,27996.26,27987.54,27994.8,27996.45,27994.44,27994.56,27965.62,27975.56,27955.56857142857,27965.4512,27978.407600000006,27943.57
1680849300,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27964.54,27988.99,27989.4,27986.01,27974.93,27991.97,27984.16,27989.96,27994.42,27996.26,27996.27,27995.08,27996.38,27997.54,27997.51,27988.12,27982.18,27984.62,27990.29,27989.72,27999.44,27996.85,28000.07,27996.26,27987.54,27994.8,27996.45,27994.44,27994.56,27965.62,27954.670000000002,27963.515200000005,27977.767800000012,27935.42
1680849360,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27964.54,27988.99,27989.4,27986.01,27974.93,27991.97,27984.16,27989.96,27994.42,27996.26,27996.27,27995.08,27996.38,27997.54,27997.51,27988.12,27982.18,27984.62,27990.29,27989.72,27999.44,27996.85,28000.07,27996.26,27987.54,27994.8,27996.45,27994.44,27994.56,27951.631428571425,27961.9348,27977.16380000001,27927.63
1680849420,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27964.54,27988.99,27989.4,27986.01,27974.93,27991.97,27984.16,27989.96,27994.42,27996.26,27996.27,27995.08,27996.38,27997.54,27997.51,27988.12,27982.18,27984.62,27990.29,27989.72,27999.44,27996.85,28000.07,27996.26,27987.54,27994.8,27996.45,27994.44,27947.08285714286,27959.599600000005,27975.82520000001,27938.21
1680849480,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27964.54,27988.99,27989.4,27986.01,27974.93,27991.97,27984.16,27989.96,27994.42,27996.26,27996.27,27995.08,27996.38,27997.54,27997.51,27988.12,27982.18,27984.62,27990.29,27989.72,27999.44,27996.85,28000.07,27996.26,27987.54,27994.8,27996.45,27944.12714285714,27957.551999999996,27974.700600000004,27940.19
1680849540,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27964.54,27988.99,27989.4,27986.01,27974.93,27991.97,27984.16,27989.96,27994.42,27996.26,27996.27,27995.08,27996.38,27997.54,27997.51,27988.12,27982.18,27984.62,27990.29,27989.72,27999.44,27996.85,28000.07,27996.26,27987.54,27994.8,27941.56857142857,27955.6,27973.57540000001,27940.01
1680849600,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27964.54,27988.99,27989.4,27986.01,27974.93,27991.97,27984.16,27989.96,27994.42,27996.26,27996.27,27995.08,27996.38,27997.54,27997.51,27988.12,27982.18,27984.62,27990.29,27989.72,27999.44,27996.85,28000.07,27996.26,27987.54,27938.824285714287,27954.618800000004,27972.47960000001,27946.4
1680849660,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27964.54,27988.99,27989.4,27986.01,27974.93,27991.97,27984.16,27989.96,27994.42,27996.26,27996.27,27995.08,27996.38,27997.54,27997.51,27988.12,27982.18,27984.62,27990.29,27989.72,27999.44,27996.85,28000.07,27996.26,27938.77571428571,27953.8492,27971.656800000008,27929.64
1680849720,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27964.54,27988.99,27989.4,27986.01,27974.93,27991.97,27984.16,27989.96,27994.42,27996.26,27996.27,27995.08,27996.38,27997.54,27997.51,27988.12,27982.18,27984.62,27990.29,27989.72,27999.44,27996.85,28000.07,27936.785714285714,27951.6116,27970.32440000001,27917.63
1680849780,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27964.54,27988.99,27989.4,27986.01,27974.93,27991.97,27984.16,27989.96,27994.42,27996.26,27996.27,27995.08,27996.38,27997.54,27997.51,27988.12,27982.18,27984.62,27990.29,27989.72,27999.44,27996.85,27934.244285714285,27949.1968,27968.675600000006,27929.58
1680849840,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27964.54,27988.99,27989.4,27986.01,27974.93,27991.97,27984.16,27989.96,27994.42,27996.26,27996.27,27995.08,27996.38,27997.54,27997.51,27988.12,27982.18,27984.62,27990.29,27989.72,27999.44,27934.522857142856,27947.158400000004,27967.330200000004,27931.51
1680849900,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27964.54,27988.99,27989.4,27986.01,27974.93,27991.97,27984.16,27989.96,27994.42,27996.26,27996.27,27995.08,27996.38,27997.54,27997.51,27988.12,27982.18,27984.62,27990.29,27989.72,27933.565714285716,27946.080800000007,27965.971600000004,27926.76
1680849960,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27964.54,27988.99,27989.4,27986.01,27974.93,27991.97,27984.16,27989.96,27994.42,27996.26,27996.27,27995.08,27996.38,27997.54,27997.51,27988.12,27982.18,27984.62,27990.29,27931.647142857142,27945.384000000005,27964.712400000008,27922.52
1680850020,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27964.54,27988.99,27989.4,27986.01,27974.93,27991.97,27984.16,27989.96,27994.42,27996.26,27996.27,27995.08,27996.38,27997.54,27997.51,27988.12,27982.18,27984.62,27929.148571428574,27944.1504,27963.357000000004,27943.28
1680850080,27943.28,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27964.54,27988.99,27989.4,27986.01,27974.93,27991.97,27984.16,27989.96,27994.42,27996.26,27996.27,27995.08,27996.38,27997.54,27997.51,27988.12,27982.18,27928.702857142856,27943.520399999994,27962.530199999994,27956.26
1680850140,27956.26,27943.28,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27964.54,27988.99,27989.4,27986.01,27974.93,27991.97,27984.16,27989.96,27994.42,27996.26,27996.27,27995.08,27996.38,27997.54,27997.51,27988.12,27932.50571428571,27943.089599999996,27962.011799999997,27950.78
1680850200,27950.78,27956.26,27943.28,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27964.54,27988.99,27989.4,27986.01,27974.93,27991.97,27984.16,27989.96,27994.42,27996.26,27996.27,27995.08,27996.38,27997.54,27997.51,27937.24142857143,27942.8344,27961.264999999996,27950.09
1680850260,27950.09,27950.78,27956.26,27943.28,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27964.54,27988.99,27989.4,27986.01,27974.93,27991.97,27984.16,27989.96,27994.42,27996.26,27996.27,27995.08,27996.38,27997.54,27940.17142857143,27942.461199999998,27960.3166,27945.31
1680850320,27945.31,27950.09,27950.78,27956.26,27943.28,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27964.54,27988.99,27989.4,27986.01,27974.93,27991.97,27984.16,27989.96,27994.42,27996.26,27996.27,27995.08,27996.38,27942.14285714285,27942.550799999997,27959.271999999994,27942.32
1680850380,27942.32,27945.31,27950.09,27950.78,27956.26,27943.28,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27964.54,27988.99,27989.4,27986.01,27974.93,27991.97,27984.16,27989.96,27994.42,27996.26,27996.27,27995.08,27944.365714285716,27942.2492,27958.190799999997,27943.45
1680850440,27943.45,27942.32,27945.31,27950.09,27950.78,27956.26,27943.28,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27964.54,27988.99,27989.4,27986.01,27974.93,27991.97,27984.16,27989.96,27994.42,27996.26,27996.27,27947.355714285717,27941.7196,27957.158199999994,27943.51
1680850500,27943.51,27943.45,27942.32,27945.31,27950.09,27950.78,27956.26,27943.28,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27964.54,27988.99,27989.4,27986.01,27974.93,27991.97,27984.16,27989.96,27994.42,27996.26,27947.38857142857,27941.0812,27956.102999999992,27940.99
1680850560,27940.99,27943.51,27943.45,27942.32,27945.31,27950.09,27950.78,27956.26,27943.28,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27964.54,27988.99,27989.4,27986.01,27974.93,27991.97,27984.16,27989.96,27994.42,27945.20714285714,27940.3648,27954.99759999999,27948.12
1680850620,27948.12,27940.99,27943.51,27943.45,27942.32,27945.31,27950.09,27950.78,27956.26,27943.28,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27964.54,27988.99,27989.4,27986.01,27974.93,27991.97,27984.16,27989.96,27944.82714285714,27939.9656,27954.071599999996,27953.89
1680850680,27953.89,27948.12,27940.99,27943.51,27943.45,27942.32,27945.31,27950.09,27950.78,27956.26,27943.28,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27964.54,27988.99,27989.4,27986.01,27974.93,27991.97,27984.16,27945.37,27939.752399999998,27953.35019999999,27961.65
1680850740,27961.65,27953.89,27948.12,27940.99,27943.51,27943.45,27942.32,27945.31,27950.09,27950.78,27956.26,27943.28,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27964.54,27988.99,27989.4,27986.01,27974.93,27991.97,27947.704285714288,27940.3488,27952.899999999994,27970.41
1680850800,27970.41,27961.65,27953.89,27948.12,27940.99,27943.51,27943.45,27942.32,27945.31,27950.09,27950.78,27956.26,27943.28,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27964.54,27988.99,27989.4,27986.01,27974.93,27951.717142857146,27941.422400000003,27952.468799999995,27968.21
1680850860,27968.21,27970.41,27961.65,27953.89,27948.12,27940.99,27943.51,27943.45,27942.32,27945.31,27950.09,27950.78,27956.26,27943.28,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27964.54,27988.99,27989.4,27986.01,27955.254285714287,27942.734000000004,27952.3344,27964.33
1680850920,27964.33,27968.21,27970.41,27961.65,27953.89,27948.12,27940.99,27943.51,27943.45,27942.32,27945.31,27950.09,27950.78,27956.26,27943.28,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27964.54,27988.99,27989.4,27958.228571428568,27944.202,27951.900799999996,27955.93
1680850980,27955.93,27964.33,27968.21,27970.41,27961.65,27953.89,27948.12,27940.99,27943.51,27943.45,27942.32,27945.31,27950.09,27950.78,27956.26,27943.28,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27964.54,27988.99,27960.362857142853,27944.9108,27951.231399999997,27959.99
1680851040,27959.99,27955.93,27964.33,27968.21,27970.41,27961.65,27953.89,27948.12,27940.99,27943.51,27943.45,27942.32,27945.31,27950.09,27950.78,27956.26,27943.28,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27964.54,27962.058571428566,27945.702800000003,27950.651399999995,27957.51
1680851100,27957.51,27959.99,27955.93,27964.33,27968.21,27970.41,27961.65,27953.89,27948.12,27940.99,27943.51,27943.45,27942.32,27945.31,27950.09,27950.78,27956.26,27943.28,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27965.64,27962.575714285715,27946.402800000003,27950.510799999996,27956.8
1680851160,27956.8,27957.51,27959.99,27955.93,27964.33,27968.21,27970.41,27961.65,27953.89,27948.12,27940.99,27943.51,27943.45,27942.32,27945.31,27950.09,27950.78,27956.26,27943.28,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27985.58,27961.882857142857,27946.818800000005,27950.334000000003,27956.69
1680851220,27956.69,27956.8,27957.51,27959.99,27955.93,27964.33,27968.21,27970.41,27961.65,27953.89,27948.12,27940.99,27943.51,27943.45,27942.32,27945.31,27950.09,27950.78,27956.26,27943.28,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27978,27959.922857142858,27947.9008,27949.7562,27954.95
1680851280,27954.95,27956.69,27956.8,27957.51,27959.99,27955.93,27964.33,27968.21,27970.41,27961.65,27953.89,27948.12,27940.99,27943.51,27943.45,27942.32,27945.31,27950.09,27950.78,27956.26,27943.28,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27980.54,27958.028571428575,27949.393600000003,27949.2952,27956.05
1680851340,27956.05,27954.95,27956.69,27956.8,27957.51,27959.99,27955.93,27964.33,27968.21,27970.41,27961.65,27953.89,27948.12,27940.99,27943.51,27943.45,27942.32,27945.31,27950.09,27950.78,27956.26,27943.28,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27958.45,27956.84571428571,27950.452400000006,27948.8054,27962.34
1680851400,27962.34,27956.05,27954.95,27956.69,27956.8,27957.51,27959.99,27955.93,27964.33,27968.21,27970.41,27961.65,27953.89,27948.12,27940.99,27943.51,27943.45,27942.32,27945.31,27950.09,27950.78,27956.26,27943.28,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27944.18,27957.761428571426,27951.685600000004,27948.883200000004,27961.47
1680851460,27961.47,27962.34,27956.05,27954.95,27956.69,27956.8,27957.51,27959.99,27955.93,27964.33,27968.21,27970.41,27961.65,27953.89,27948.12,27940.99,27943.51,27943.45,27942.32,27945.31,27950.09,27950.78,27956.26,27943.28,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27953.36,27957.972857142857,27953.074000000004,27949.229000000003,27960.68
1680851520,27960.68,27961.47,27962.34,27956.05,27954.95,27956.69,27956.8,27957.51,27959.99,27955.93,27964.33,27968.21,27970.41,27961.65,27953.89,27948.12,27940.99,27943.51,27943.45,27942.32,27945.31,27950.09,27950.78,27956.26,27943.28,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27959.03,27958.425714285717,27954.600400000007,27949.3754,27959.68
1680851580,27959.68,27960.68,27961.47,27962.34,27956.05,27954.95,27956.69,27956.8,27957.51,27959.99,27955.93,27964.33,27968.21,27970.41,27961.65,27953.89,27948.12,27940.99,27943.51,27943.45,27942.32,27945.31,27950.09,27950.78,27956.26,27943.28,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27967.03,27958.837142857144,27955.256400000002,27949.3884,27961.05
1680851640,27961.05,27959.68,27960.68,27961.47,27962.34,27956.05,27954.95,27956.69,27956.8,27957.51,27959.99,27955.93,27964.33,27968.21,27970.41,27961.65,27953.89,27948.12,27940.99,27943.51,27943.45,27942.32,27945.31,27950.09,27950.78,27956.26,27943.28,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27957.16,27959.46,27955.447999999997,27949.268799999994,27960.25
1680851700,27960.25,27961.05,27959.68,27960.68,27961.47,27962.34,27956.05,27954.95,27956.69,27956.8,27957.51,27959.99,27955.93,27964.33,27968.21,27970.41,27961.65,27953.89,27948.12,27940.99,27943.51,27943.45,27942.32,27945.31,27950.09,27950.78,27956.26,27943.28,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27959.42,27960.217142857142,27955.826800000003,27949.3306,27933.89
1680851760,27933.89,27960.25,27961.05,27959.68,27960.68,27961.47,27962.34,27956.05,27954.95,27956.69,27956.8,27957.51,27959.99,27955.93,27964.33,27968.21,27970.41,27961.65,27953.89,27948.12,27940.99,27943.51,27943.45,27942.32,27945.31,27950.09,27950.78,27956.26,27943.28,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27943.07,27957.051428571427,27955.178799999998,27948.82,27941.95
1680851820,27941.95,27933.89,27960.25,27961.05,27959.68,27960.68,27961.47,27962.34,27956.05,27954.95,27956.69,27956.8,27957.51,27959.99,27955.93,27964.33,27968.21,27970.41,27961.65,27953.89,27948.12,27940.99,27943.51,27943.45,27942.32,27945.31,27950.09,27950.78,27956.26,27943.28,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27949.86,27954.13857142857,27955.044399999995,27948.797599999994,27940
1680851880,27940,27941.95,27933.89,27960.25,27961.05,27959.68,27960.68,27961.47,27962.34,27956.05,27954.95,27956.69,27956.8,27957.51,27959.99,27955.93,27964.33,27968.21,27970.41,27961.65,27953.89,27948.12,27940.99,27943.51,27943.45,27942.32,27945.31,27950.09,27950.78,27956.26,27943.28,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27956.69,27951.071428571424,27954.9516,27948.600399999996,27935.5
1680851940,27935.5,27940,27941.95,27933.89,27960.25,27961.05,27959.68,27960.68,27961.47,27962.34,27956.05,27954.95,27956.69,27956.8,27957.51,27959.99,27955.93,27964.33,27968.21,27970.41,27961.65,27953.89,27948.12,27940.99,27943.51,27943.45,27942.32,27945.31,27950.09,27950.78,27956.26,27943.28,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27959.47,27947.47428571428,27954.633600000005,27948.17659999999,27930.52
1680852000,27930.52,27935.5,27940,27941.95,27933.89,27960.25,27961.05,27959.68,27960.68,27961.47,27962.34,27956.05,27954.95,27956.69,27956.8,27957.51,27959.99,27955.93,27964.33,27968.21,27970.41,27961.65,27953.89,27948.12,27940.99,27943.51,27943.45,27942.32,27945.31,27950.09,27950.78,27956.26,27943.28,27922.52,27926.76,27931.51,27929.58,27917.63,27929.64,27946.4,27940.01,27940.19,27938.21,27927.63,27935.42,27943.57,27946.74,27959.22,27958.1,27958.9,27943.308571428566,27954.113999999998,27947.59759999999,27927.79
