date,open,high,low,close,volume,RSI,RS,MACD,MACD_signal,MACD_histogram,BB_Upper,BB_Mid,BB_Low
2018-04-25,9701.030273,9745.320313,8799.839844,8845.740234,11083100160,0.0,0.0,-19.109994749998805,-10.616663749999336,-8.493330999999468,10476.190329960933,9271.620117,8067.049904039068
2018-04-26,8867.320313,9281.509766,8727.089844,9281.509766,8970559488,38.03955971283119,0.6139330117172953,-10.83673928162716,-10.706858640010738,-0.1298806416164222,10126.752980668853,9274.916666666666,8423.08035266448
2018-04-27,9290.629883,9375.469727,8987.049805,8987.049805,7566289920,29.07220911792207,0.40988459891915313,-17.439684279683206,-12.987626133124719,-4.452058146558487,9955.689880185864,9202.94995125,8450.210022314137
2018-04-28,8939.269531,9412.089844,8931.990234,9348.480469,7805479936,47.352603436247016,0.899429155607072,-6.278318648615823,-10.991758842397417,4.713440193781594,9896.816429474999,9232.056054800001,8567.295680125004
2018-04-29,9346.410156,9531.490234,9193.709961,9419.080078,8853000192,50.35197095827872,1.0141786477760457,3.5680678928110865,-7.045236286449237,10.613304179260323,9877.102723745373,9263.226725333334,8649.350726921295
2018-04-30,9426.110352,9477.139648,9166.80957,9240.549805,8673920000,42.930215036420066,0.7522407008159697,1.7334705632274563,-4.8235797773839755,6.557050340611432,9820.638843397095,9259.987165285715,8699.335487174334
2018-05-01,9251.469727,9255.879883,8891.049805,9119.009766,7713019904,38.31636719962812,0.6211755932668919,-5.304976158358841,-4.939268380393186,-0.365707777965655,9770.913274410408,9242.364990375001,8713.816706339594
2018-05-02,9104.599609,9256.519531,9015.139648,9235.919922,7558159872,45.12400897616081,0.8222905524668896,-4.297912292106048,-4.791111942214895,0.49319965010884737,9736.07918953091,9241.648871666666,8747.218553802422
2018-05-03,9233.969727,9798.330078,9188.150391,9743.860352,10207299584,65.16690882703837,1.8708333550834173,22.64267990317603,1.3556499605837629,21.28702994259227,9855.949372796671,9291.8700197,8727.790666603329
2018-05-04,9695.5,9779.200195,9585.959961,9700.759766,8217829888,62.83023287980128,1.6903585291945022,39.496626003621714,9.700677583701498,29.795948419920215,9918.247745230054,9329.041814818182,8739.83588440631
2018-05-05,9700.280273,9964.5,9695.120117,9858.150391,7651939840,67.87751352224441,2.1130840406532263,59.96136925783867,20.494566303285342,39.46680295455333,10012.604232241905,9373.134196166668,8733.66416009143
2018-05-06,9845.30957,9940.139648,9465.25,9654.799805,7222280192,56.07252563652249,1.2764796166642967,62.85626253788905,29.459773000665308,33.396489537223744,10026.667877881799,9394.800781461538,8762.933685041276
2018-05-07,9645.669922,9665.849609,9231.530273,9373.009766,7394019840,43.493984573743305,0.7697230860403742,47.87528537760045,33.31231193002392,14.562973447576532,10000.434280586682,9393.244280357143,8786.054280127604
2018-05-08,9380.870117,9462.75,9127.769531,9234.820313,7415869952,38.421868933984115,0.6239531513678662,27.766149154858795,32.16262848487231,-4.396479330013513,9973.477294278573,9382.682682533334,8791.888070788094
2018-05-09,9223.730469,9374.759766,9031.620117,9325.179688,7226890240,43.58413918015491,0.7725511681782857,17.638736728880758,29.17371983439568,-11.534983105514922,9950.574268940094,9379.088745375,8807.603221809906
2018-05-10,9325.959961,9396.040039,9040.519531,9043.94043,6906699776,33.191513959522254,0.49681583772774435,-7.708087657221768,21.627431018577447,-29.335518675799214,9936.100019035912,9359.374138588235,8782.648258140558
2018-05-11,9052.959961,9052.959961,8394.459961,8441.490234,8488520192,20.578174363631987,0.2590997398857205,-65.00943335419288,3.9821897357587264,-68.9916230899516,10015.67962119134,9308.380588333333,8601.081555475326
2018-05-12,8441.44043,8664.860352,8223.5,8504.889648,6821380096,24.21507304552634,0.31952360474099384,-104.18834067069474,-17.968255601342477,-86.22008506935227,10046.087963736356,9266.091591473683,8486.09521921101
2018-05-13,8515.490234,8773.549805,8395.120117,8723.94043,5866379776,36.30766310660565,0.570047589357193,-118.8494243889927,-38.379818658788196,-80.4696057302045,10035.952767005303,9238.9840334,8442.015299794697
2018-05-14,8713.099609,8881.120117,8367.969727,8716.790039,7364149760,36.082137953869335,0.5645078980868949,-129.22558053797002,-56.718111936041616,-72.5074686019284,9988.811687574676,9189.94853535,8391.085383125324
2018-05-15,8705.19043,8836.19043,8456.450195,8510.379883,6705710080,29.693108730341677,0.42233567996137594,-149.56436653201854,-75.42539826452304,-74.1389682674955,10015.367766163456,9173.1805178,8330.993269436543
2018-05-16,8504.410156,8508.429688,8175.490234,8368.830078,6760220160,25.916678901227115,0.34983149401028135,-173.18155429029684,-95.09272487466704,-78.0888294156298,10040.917635653397,9127.5465334,8214.175431146603
2018-05-17,8370.049805,8445.540039,8054.120117,8094.319824,5862530048,19.99780989382232,0.24996578052777732,-208.35213207696142,-117.85208435149086,-90.50004772547057,10105.871876610801,9082.91003435,8059.948192089198
