date,open,high,low,close,volume,RSI,RS,MACD,MACD_signal,MACD_histogram,BB_Upper,BB_Mid,BB_Low
4/16/2022,40552.31641,40633.67969,40078.42578,40424.48438,16833150693.0,0.0,0.0,-2.893792371796735,-1.607662428775964,-1.286129943020771,40671.38052581313,40488.974610000005,40306.56869418688
4/17/2022,40417.77734,40570.72656,39620.89453,39716.95313,19087633042.0,0.0,0.0,-25.627767587502603,-11.451967821696716,-14.175799765805888,41132.37021185234,40231.63411666667,39330.89802148099
4/18/2022,39721.20313,40986.32031,38696.19141,40826.21484,33705182072.0,62.02395291346399,1.6332387826497587,4.7099178774878965,-5.9770742921626345,10.68699216965053,41326.0117713035,40380.279297500005,39434.54682369651
4/19/2022,40828.17578,41672.96094,40618.63281,41502.75,25303206547.0,73.88056883774021,2.8285672983755847,48.01669776179915,10.08485218747854,37.93184557432061,41900.44307814039,40604.773438000004,39309.103797859614
4/20/2022,41501.74609,42126.30078,40961.09766,41374.37891,27819532341.0,68.97698816457242,2.223413655981726,67.65816830993572,25.69042187111794,41.96774643881778,42051.3238295689,40733.04101666666,39414.758203764424
4/21/2022,41371.51563,42893.58203,40063.82813,40527.36328,35372786395.0,45.21541977906862,0.8253311350881408,40.7178109496308,29.493453152628824,11.224357797001979,41917.08255459262,40703.65848285714,39490.234411121666
4/22/2022,40525.86328,40777.75781,39315.41797,39740.32031,28011716745.0,32.66743095542792,0.48516537270103394,-15.432826989381283,18.69682319561847,-34.129650184999754,41897.03937963137,40583.24121125,39269.44304286863
4/23/2022,39738.72266,39935.85938,39352.20313,39486.73047,16138021249.0,29.50186294334263,0.4184771991865943,-66.6627859131986,-1.021669979722743,-65.64111593347586,41891.329372223954,40461.406684444446,39031.48399666494
4/24/2022,39478.375,39845.92578,39233.53906,39469.29297,17964398167.0,29.267838653473262,0.4137840283161436,-102.9322706020248,-23.855560421365745,-79.07671018065906,41849.2084932753,40362.195313000004,38875.18213272471
4/25/2022,39472.60547,40491.75391,38338.37891,40458.30859,35445730570.0,54.066981019037065,1.1770831140327453,-75.00726287070574,-35.04726063972338,-39.96000223098236,41782.82755558209,40370.932883636364,38959.03821169064
4/26/2022,40448.42188,40713.89063,37884.98438,38117.46094,34569088416.0,27.090415925461656,0.3715617949180188,-182.09859773308563,-66.62772075242263,-115.470876980663,42055.291007334956,40183.143555,38310.99610266505
4/27/2022,38120.30078,39397.91797,37997.3125,39241.12109,30981015184.0,43.367113774563315,0.7657584959017144,-195.6313142232175,-93.92936310794556,-101.70195111527192,41977.738449368684,40110.68028846154,38243.622127554394
4/28/2022,39241.42969,40269.46484,38941.42188,39773.82813,33903704907.0,49.74915692819654,0.9900163636480674,-172.34623004762398,-110.33423017978556,-62.01199986783841,41889.44480510352,40086.61942,38283.794034896484
4/29/2022,39768.61719,39887.26953,38235.53516,38609.82422,30882994649.0,38.40189770318886,0.6234266360698727,-221.66067491909052,-133.41147758721561,-88.24919733187491,41885.42849979238,39988.16640666666,38090.904313540945
4/30/2022,38605.85938,38771.21094,37697.94141,37714.875,23895713731.0,31.725541555195534,0.4646765756603343,-310.5725123369484,-169.8698978362115,-140.70261450073693,42002.84097462537,39846.08569375,37689.33041287463
5/1/2022,37713.26563,38627.85938,37585.78906,38469.09375,27002760110.0,41.934574382480186,0.722195246767079,-327.8515140224845,-202.19409733761393,-125.65741668487055,41957.575970884485,39765.08616764706,37572.596364409634
5/2/2022,38472.1875,39074.97266,38156.5625,38529.32813,32922642426.0,42.75491256280588,0.7468747883338287,-333.2618901532114,-228.8885402330403,-104.37334992017114,41901.79034016889,39696.43294333333,37491.07554649778
5/3/2022,38528.10938,38629.99609,37585.62109,37750.45313,27326943244.0,35.06743475924783,0.5400592850325163,-383.33018575240567,-260.22852613314217,-123.1016596192635,41915.78600664723,39594.0129531579,37272.23989966857
5/4/2022,37748.01172,39902.94922,37732.05859,39698.37109,36754404490.0,57.825384287369786,1.3710945152738538,-290.3206720655144,-266.31715240119615,-24.00351966431822,41859.56067260328,39599.230859999996,37338.901047396714
5/5/2022,39695.74609,39789.28125,35856.51563,36575.14063,43106256317.0,34.5360251819866,0.52755771824114,-421.61004962641164,-297.66486344772517,-123.94518617868647,41984.12609967981,39400.3146495,36816.503199320185
5/6/2022,36573.18359,36624.35938,35482.13281,36040.92188,37795577489.0,31.89901041658389,0.46840744329436174,-554.0654534818677,-349.326174649051,-204.73927883281675,42118.63287276049,39181.136524500005,36243.64017623952
5/7/2022,36042.50391,36129.92578,34940.82422,35501.95313,24375896406.0,29.19974851706543,0.41242436157311707,-686.8387927390577,-417.229528922421,-269.60926381663666,42321.68423220235,38970.3865245,35619.088816797645
